"","ID","aDC_xCell","Adipocytes_xCell","Astrocytes_xCell","B-cells_xCell","Basophils_xCell","CD4+_memory_T-cells_xCell","CD4+_naive_T-cells_xCell","CD4+_T-cells_xCell","CD4+_Tcm_xCell","CD4+_Tem_xCell","CD8+_naive_T-cells_xCell","CD8+_T-cells_xCell","CD8+_Tcm_xCell","CD8+_Tem_xCell","cDC_xCell","Chondrocytes_xCell","Class-switched_memory_B-cells_xCell","CLP_xCell","CMP_xCell","DC_xCell","Endothelial_cells_xCell","Eosinophils_xCell","Epithelial_cells_xCell","Erythrocytes_xCell","Fibroblasts_xCell","GMP_xCell","Hepatocytes_xCell","HSC_xCell","iDC_xCell","Keratinocytes_xCell","ly_Endothelial_cells_xCell","Macrophages_xCell","Macrophages_M1_xCell","Macrophages_M2_xCell","Mast_cells_xCell","Megakaryocytes_xCell","Melanocytes_xCell","Memory_B-cells_xCell","MEP_xCell","Mesangial_cells_xCell","Monocytes_xCell","MPP_xCell","MSC_xCell","mv_Endothelial_cells_xCell","Myocytes_xCell","naive_B-cells_xCell","Neurons_xCell","Neutrophils_xCell","NK_cells_xCell","NKT_xCell","Osteoblast_xCell","pDC_xCell","Pericytes_xCell","Plasma_cells_xCell","Platelets_xCell","Preadipocytes_xCell","pro_B-cells_xCell","Sebocytes_xCell","Skeletal_muscle_xCell","Smooth_muscle_xCell","Tgd_cells_xCell","Th1_cells_xCell","Th2_cells_xCell","Tregs_xCell","ImmuneScore_xCell","StromaScore_xCell","MicroenvironmentScore_xCell"
"1","TCGA-OR-A5J2-01A",0.0751826686819148,0,2.7416776740238e-18,0,0.0063285562250643,0.00617490573692166,0,0.00836165519271948,0.0472611871311117,0.0618610241225985,0.00131469803870014,0.0066956596459515,0.0140564076811734,8.10792319750757e-19,0.0203288381783425,0.0197108447639118,0.0575678697566469,0.00119689501119353,0.000497766538702864,0.0147976432932013,0.0938061363194272,0,0.0132654644707595,0,0.109188822778748,0,0.000475478365924308,0.085286564297439,0.180275575369144,0,0.0319379772702818,0.0127202388527382,0.00908819209791345,0.00875179865772304,0.0136615441603026,0.00294306563434288,0.00983492415363789,5.42506011639105e-18,0,0.0235803105258602,0,0,0.0055803039851209,0.0372589867605224,0.00863517366455872,0,0.0162488495242973,2.20216920600155e-21,2.08065861171148e-18,0.0200543517927028,0.00986520880839219,0.0408880869607478,0.077563029053174,0.0103180927152639,0,0.00230459145144782,0.000677945564925032,3.76749997970299e-20,0.000118843493751754,0.158188439805117,0,0,0.0207900846611904,0.0248051472964071,0.0374911607632754,0.101497479549087,0.138988640312363
"2","TCGA-OR-A5K5-01A",0.0978955366314026,1.5477290974611e-18,0,0.0118967580448194,0.0382054327881576,2.03379503931067e-20,0,1.44336243924288e-19,0.0447444641450148,0.00803983986586514,6.23620225954624e-21,0.00117193150552792,1.53190145958221e-18,9.3152426969655e-19,0.00452210005191101,0,0.0274737341347331,1.13281573936055e-20,0,0.00378880268173942,0.0334408442742498,0,0.00827233190859361,0,5.49492510737319e-21,4.88440914373567e-18,3.20258976715191e-19,0.0066663602151584,2.29455383581277e-18,0,0.00797507827245605,0.00859427066571329,0.0200484990264801,0.00890907207602786,0.00947559223895654,2.5045258563159e-05,0.00420653547174555,0,0.0334474693482633,0.0369073709163842,0,0.00845399110697837,0.368117590176103,0.0230232390423023,4.19124158898328e-19,0,0.0128662805118169,1.38957823218263e-18,0,0.00945497325039908,0,0.00656636180008625,0.0378200042912168,0.0237572736787383,2.67981405825188e-18,0,0.0434643669782739,8.75333005015391e-05,1.79483895203911e-20,0.00926977789374775,3.12699012388906e-18,0.037364227541977,0.02667368849084,0,0.0232849034245044,0.0167204221371249,0.0400053255616293
"3","TCGA-OR-A5JW-01A",0.0308594825168606,0,2.11150312418184e-18,0.018925356136802,0.0439122955278112,0,0,0.00223937295358215,0.0174933963457633,0.0257048324184657,2.90748004796268e-20,0.0113431697369508,4.16825584022325e-19,0,0.00790590554861491,0,0.0310959899904272,0.0053307144828846,0.00374003573946838,0.000614614823971327,0.0543575659661692,1.44734979939868e-05,0.00427979775901139,0,0.0415679904446333,0.000204001163497883,0.000999482354268577,0.00775011126387376,0,0,0.00873409541991249,0.00505418116843806,0.00528873594944304,0.00655139741941707,0.00586501559411296,6.52669866353787e-20,0.00175056318769159,8.70422687523354e-19,0.0113097300006023,2.16064027264744e-18,0,6.12086702190157e-18,0.0115832493556945,0.028389456121551,4.31218936757599e-20,3.48751918110203e-18,0.0150180091247096,0.000123535530635999,2.39266828382036e-18,0.00772220210205664,0.0459205044555326,0.0182853806900407,0.123598201684519,0.00453545698390888,0.00771056368899868,0.0509831928473466,0,5.02035748358066e-20,0,0.0283256296139582,0,0.00872257650905174,1.13144646840761e-18,0.00532153295292857,0.0294531462949915,0.0479627782054013,0.0774159245003928
"4","TCGA-OR-A5L8-01A",0,0,0,0.0139007598368477,0,0.00198648920755151,0,0.00175338871061229,0.0486257930312221,0.0203812489725996,0.00715785325118945,0.012591689599498,0.00967637541515223,0,0.0151123931471597,0.011189137423927,0.0605545351665128,0.00648363701883252,0.000814001285521043,0.00308944970480519,0.00506391386150151,2.68301886779268e-19,0.00397194199572314,0,0.0266048733508125,0,0,0.065168188262919,0.0607152931524294,6.44020778134497e-06,0.000766450800309071,0,3.47547881967017e-19,8.72048076426498e-20,0.0106469720352776,2.20090461596574e-21,0.00172368555063165,0,0.0173455335228954,0.00343382442581707,3.89158628540738e-19,0.000334180079739359,0.0706961974586241,0.00183668682367592,0.00841153426133744,6.10477201967551e-20,0.0248786500132928,4.48702312284001e-19,2.25262106045138e-18,0,0.0441628595915272,0,0.0512293926096516,0.00357377620213581,0.00462747018809124,0,0.0010185780332628,0,0,0.182731578063307,0,0.0114405171346615,9.80159919773895e-19,0,0.0279881732580272,0.015834393606157,0.0438225668641842
"5","TCGA-OR-A5JT-01A",0.010185703210814,0,0,2.09073702526201e-18,0,0.002272095632313,0.00840811337446671,0,0.00798835258576802,3.64830995923357e-20,1.48227848918119e-18,0.0122308758677657,0.00369568018000027,0,0.00789556196411658,0.0141152139407992,0.0358316187471121,0.00203467465669703,7.01869552284718e-19,3.53168918483606e-05,0.0573745278777093,3.43544945667918e-19,0.0641532703561264,0,0.0370486840970639,4.22591306317594e-18,0,0.0714009604968627,0.0361612441722,0.000759265798664066,0.0201246861273917,0.00344151795104629,0.00287686357705008,0.00664390640257583,0.00484839576017473,0.00424520795292295,0,0,0.0181976363443163,2.10784021410625e-18,0,0,3.06783829656658e-18,0.0227653122169962,0,1.54233251651226e-18,0.0140270338230855,0,0,0.0792974673147016,0.0182176673703547,0.0057305034378375,0.0652235258364278,0.00169451245484168,0,7.26872769904833e-18,1.38373938228084e-17,0,8.44953365266751e-18,0.221736057884125,0,5.09025085814307e-19,0.0109963914050472,0.0195502866225207,0.0137040709805567,0.0472116059873866,0.0609156769679433
"6","TCGA-OR-A5JO-01A",0.251215732478926,0.0193355647895292,3.32318233370874e-18,0.0116319055468427,0.0466818573909458,0.0159113550354012,0.0254726804886178,2.29422176863128e-18,2.56828760360829e-18,0.0386540313420691,1.03041718013987e-19,0.0356162871785368,0.0609832166674869,0.0342397574293695,0.481314698700702,3.30879534653581e-18,2.23721732025818e-18,2.28730619896884e-18,0.0183621026154526,0.106546199423892,0.161504631940314,7.45678641329763e-20,0.040735019571226,0,0.233991790319597,0.0519738515170431,0.00583115014047981,0.151609701301513,1.108560336466,0,0.108211496325439,0.0259647760517619,0.0174558226604242,0.0148683955669915,0.0611701431849749,0.00157174981311174,4.09676703302882e-20,0.000723800651337639,0.0391556704873033,0.0105264669459869,0.0866403188166585,4.90566059376158e-19,0.0418326282744369,0.0907561055324209,0,0.00972855150843997,0.000831595209706201,0,0.028758524090172,0.036963901050485,0,0.0649860869253305,0.220523125330244,5.65358695927498e-21,0,0,3.61841818608661e-18,0.000283597025634165,1.03240764605552e-19,0.066682087674579,0,1.72142157295701e-19,0.0441647459578006,0.0139806572964772,0.237552102861893,0.20741599352472,0.444968096386613
"7","TCGA-OR-A5JP-01A",0.034272795408045,0,0.0710613393740283,2.12203289727344e-18,0.0360833044842538,1.66270483732052e-20,0,0,0,0,2.44832908230813e-19,5.10003721379097e-18,1.4391954383765e-19,1.04620877905468e-17,0.00546182026177061,0,0.0319283977906218,0.00279515752366486,7.01467235720387e-20,0,0.0348692846833092,0,0.00378763402870908,1.60816041575701e-20,0,7.04110884069304e-19,0,0.0988592659508249,0.00356250392730969,3.64071233422492e-20,0.0172076680571403,0,0.00816845893089059,0,9.04522885663086e-20,0,3.57730667630872e-23,0,0.032604837926195,0.0603878449958272,0,0,0.204096557478259,0.0275915670407723,0.00214666324637798,0,0.00947548828498377,1.0962848743526e-19,2.22531336886157e-18,0,8.29141573846562e-18,0.0584361986865863,0.0666089816016186,3.35346893199785e-19,0,2.33138729362346e-20,0.0147958186103811,0,3.99133026069464e-19,0.116549094253726,1.30749235317317e-18,0.033338905058007,0.112836025216279,1.12373636336051e-17,6.43164283728503e-18,0.0174346423416546,0.0174346423416546
"8","TCGA-OR-A5JI-01A",0.204855541954906,0.00657419534398368,0.00547867469008447,0,0,0.00424433754696128,0.0109926280882241,0,0,0.0116288164457102,0,0.00985032170088518,0.0352122795757994,0.0044577062270882,0.123718579934753,0.0430399309545206,0.00171083928680854,6.92425926333021e-23,0.00426155739345218,0.0211523391577698,0.125194502478495,0,0.0198162214964807,0,0.230762556868573,4.43022135702676e-19,0,0.208982433444081,0.18251341060567,0.000880854385121724,0.0642922719095543,0.0108831143809086,0.011041434422386,0.0132536426572613,0,0.00529547339462262,0.0024430910388523,0,0.0231828357469343,0.0014443774267721,0,0,4.91404218520882e-19,0.0496526647261675,0,0,0.0146553231633659,0,0.000189511125009282,0.0338714194184397,9.33219020566321e-18,0.0144075464813467,0.23058197682825,3.34404328890795e-19,2.62635025834013e-19,0,0,5.42101086242752e-20,4.57167161487102e-20,0.133549499840236,0,0.0051330190180955,0.00556300313393684,0.0411263286526349,0.0280501909097152,0.181265627345526,0.209315818255241
"9","TCGA-OR-A5KO-01A",1.0230359810296e-18,0,0,0.0251255325982727,0.00819570778707543,0.00767800850326131,0,1.34902850237384e-18,0.0114409306012406,0,0,0.00213494012176132,5.60676601379315e-19,0,0,0,0.0112277446729139,0.00434429932218461,0.00197905509878249,3.15018178366224e-20,0.00927296383482247,0,0.00703583987188577,0,0.0178882270792342,0,0.000235339079557698,0.0121288879284389,2.22483180737925e-18,0,0.000856831669838737,0,0,0.00190058814510394,0.00590771421003135,6.8600162999352e-20,0.00276143237523679,1.51623121738852e-18,0.0188624076911129,0.00315330158631389,9.59222626700179e-19,5.35739463588446e-19,0.155196572620856,0.0055296984754374,0.00220907324184265,0,0.0125872932134246,3.5855827461959e-19,5.92853470168984e-18,0.0170536943389056,0,0.00799814389801093,0.0149643283842064,0.0096345214338833,0.00311591534101411,4.21051036067252e-18,0.015443785453676,9.05169475898693e-21,0.00285740282563851,0.0976400979720951,0.00520145522052019,0.0307902456762524,0.0699469957802382,1.90602324544088e-18,0.0221121246200436,0.0135805954570283,0.0356927200770719
"10","TCGA-OR-A5LE-01A",0.0164370883779841,1.91611457956246e-19,7.71495878765934e-18,0.0369697657999623,0.0524451138500656,0,1.54216661285768e-19,2.32484472052374e-19,0.000766122094714707,3.97866653301772e-18,7.68891275218631e-20,0,2.12079341686903e-18,0,0,2.52093462278704e-17,0.0133766659238031,0.00766454073264714,9.69570611763345e-20,0.00651768470207902,0.0249269044311474,5.97856279025988e-19,0.00146799465380209,5.03612606355588e-20,0,2.16934673921598e-18,0,7.0672294467722e-19,0.0563425600264185,2.80431241360411e-19,0.0038346400313041,0.00501965192753448,0.00538194513070591,0.00390163115348265,0.00373027909600524,0.000136492091729169,0.00187602032054659,0.00664753324212501,0.00447603221482938,0,0,0.00682969192103557,0.3282863873332,0.0177773298017369,0.00458259869991188,0,0.0177477324460592,0,1.32872806496012e-17,0.000410611909840532,0,0.0187089522654903,0.00938559754835759,0.00896931924871541,0,0,0.0786410656675232,1.00499427573253e-20,2.11831302534199e-18,4.89241999961815e-19,0,0.0111873565941754,0.091315402282805,0,0.034824921017054,0.0124634522155737,0.0472883732326277
